2023-01-01,6,NP-18700,14,In-store,Debit Card,5,9,21420
2023-01-01,81,AH-30,5,Online,Mobile Payment,6,9,24696.765625
2023-01-01,27,DM-13015,25,Online,Debit Card,7,4,7520
2023-01-01,185,GT-14635,98,In-store,Mobile Payment,6,6,22500
2023-01-01,74,PO-18865,87,In-store,Debit Card,4,5,22870.42578125
2023-01-01,53,JB-16000,91,In-store,Cash,5,1,5130
2023-01-01,59,BF-11005,61,Online,Mobile Payment,5,7,15365.5947265625
2023-01-01,189,VG-21805,57,In-store,Cash,5,3,11250
2023-01-01,124,GT-14710,59,Online,Cash,4,5,3595.5
2023-01-01,138,ZC-21910,86,In-store,Credit Card,5,8,5752.7998046875
2023-01-01,179,SC-20095,77,In-store,Debit Card,4,8,15199.2001953125
2023-01-01,84,EB-13840,56,In-store,Mobile Payment,7,7,10241.5947265625
2023-01-01,194,AP-10915,57,In-store,Debit Card,5,4,11999.599609375
2023-01-01,174,SW-20275,49,Online,Debit Card,4,5,9999.5
2023-01-01,127,JH-15820,9,In-store,Cash,2,9,6471.89990234375
2023-01-01,191,LC-16885,11,Online,Cash,3,5,23750
2023-01-01,61,TG-11640,77,In-store,Credit Card,4,7,15365.5947265625
2023-01-01,10,HR-14830,82,In-store,Credit Card,4,1,1680
2023-01-01,209,PB-19210,61,Online,Cash,5,8,10399.2001953125
2023-01-01,154,DG-3300,61,In-store,Credit Card,5,2,7500
2023-01-01,143,SG-20470,41,In-store,Debit Card,4,3,10797.2998046875
2023-01-01,207,FH-14365,46,In-store,Credit Card,3,7,9099.2998046875
2023-01-01,165,GP-14740,72,In-store,Mobile Payment,5,1,1899.90002441406
2023-01-01,123,MW-18220,15,Online,Mobile Payment,5,4,3596.39990234375
2023-01-01,87,PO-18850,10,Online,Cash,7,5,14635.4248046875
2023-01-01,11,CS-12460,64,In-store,Mobile Payment,3,2,3360
2023-01-01,75,KD-16495,61,Online,Debit Card,5,5,32020.42578125
2023-01-01,132,MS-17980,57,Online,Credit Card,5,7,5033.7001953125
2023-01-01,35,KC-16675,46,In-store,Credit Card,3,5,5400
2023-01-01,75,DB-13405,96,In-store,Debit Card,4,9,57636.765625
2023-01-01,59,JD-15895,56,Online,Debit Card,7,4,8780.33984375
2023-01-01,23,DK-13090,46,In-store,Debit Card,3,1,2180
2023-01-01,177,CS-11845,91,Online,Cash,5,1,1899.90002441406
2023-01-01,34,EM-14200,52,In-store,Mobile Payment,4,7,8960
2023-01-01,99,DW-3480,48,Online,Debit Card,7,3,10977.2548828125
2023-01-01,72,AS-10225,43,Online,Credit Card,6,4,21956.33984375
2023-01-01,102,ST-20530,84,In-store,Credit Card,6,9,14220
2023-01-01,90,BW-1065,69,Online,Debit Card,6,2,5122.169921875
2023-01-01,208,LA-16780,71,In-store,Mobile Payment,2,2,2599.80004882813
2023-01-01,42,AB-10150,56,Online,Debit Card,7,2,10160
2023-01-01,201,JH-15820,15,Online,Cash,5,1,3750
2023-01-01,210,CM-12385,49,Online,Cash,4,3,3899.69995117188
2023-01-01,89,BE-11410,93,Online,Mobile Payment,5,9,26343.765625
2023-01-01,130,SZ-20035,8,In-store,Mobile Payment,7,7,12593.7001953125
2023-01-01,56,RM-19375,39,Online,Credit Card,6,3,14130
2023-01-01,160,HG-14845,26,Online,Mobile Payment,3,7,26250
2023-01-01,107,DP-3105,81,Online,Mobile Payment,4,2,3160
2023-01-01,99,AR-10540,96,Online,Mobile Payment,4,7,25613.595703125
2023-01-01,21,TP-21415,96,In-store,Debit Card,4,9,23220
2023-01-01,37,JB-16000,93,In-store,Credit Card,5,5,5900
2023-01-01,72,AM-10705,41,Online,Credit Card,4,5,27445.42578125
2023-01-01,198,AB-255,67,In-store,Debit Card,4,1,3750
2023-01-01,37,RP-19270,82,In-store,Debit Card,4,7,8260
2023-01-01,14,BK-11260,71,Online,Cash,2,3,4740
2023-01-01,102,JM-15250,61,Online,Mobile Payment,5,2,3160
2023-01-01,136,GP-14740,58,Online,Cash,1,5,13495.5
2023-01-01,121,LW-16990,84,Online,Mobile Payment,6,9,10620
2023-01-01,90,NZ-18565,19,Online,Debit Card,5,1,2561.0849609375
2023-01-01,82,SV-10815,56,Online,Credit Card,7,3,9604.7548828125
2023-01-01,161,SC-20695,77,Online,Credit Card,4,7,26250
2023-01-01,148,NC-18625,98,Online,Debit Card,6,3,10350
2023-01-01,105,NF-18385,18,In-store,Cash,5,9,12420
2023-01-01,201,NZ-18565,61,In-store,Cash,5,3,11250
2023-01-01,188,PM-18940,50,Online,Debit Card,1,8,39999.19921875
2023-01-01,91,MZ-17335,94,In-store,Cash,4,3,4114.7548828125
2023-01-01,114,HM-4980,8,In-store,Debit Card,7,3,3540
2023-01-01,222,RW-19540,13,Online,Debit Card,6,4,9800
2023-01-01,167,LH-17155,36,Online,Cash,4,1,1999.90002441406
2023-01-01,202,FH-14365,4,In-store,Debit Card,1,8,30000
2023-01-01,100,KM-16660,94,In-store,Credit Card,4,6,19209.509765625
2023-01-01,100,PO-18865,40,In-store,Debit Card,2,5,16007.9248046875
2023-01-01,183,AB-10060,20,Online,Mobile Payment,7,3,5699.7001953125
2023-01-01,196,AB-10060,10,In-store,Debit Card,7,4,15000
2023-01-01,116,DB-13060,79,Online,Debit Card,5,2,1960
2023-01-01,171,VM-21685,52,Online,Credit Card,4,4,7599.60009765625
2023-01-01,138,BS-11365,22,Online,Mobile Payment,2,6,4314.60009765625
2023-01-01,131,DM-13525,64,Online,Credit Card,3,3,6747.2998046875
2023-01-01,213,NM-18520,76,In-store,Cash,1,2,2599.80004882813
2023-01-01,73,LC-16885,67,In-store,Debit Card,4,1,5489.0849609375
2023-01-01,25,SB-20185,43,Online,Credit Card,6,3,5640
2023-01-01,57,EM-14065,82,Online,Credit Card,4,6,19140
2023-01-01,37,RS-19765,58,Online,Mobile Payment,1,5,5900
2023-01-01,46,VS-21820,27,In-store,Cash,4,9,52380
2023-01-01,136,CM-12115,97,Online,Cash,5,8,21592.80078125
2023-01-01,88,TB-21400,42,In-store,Mobile Payment,7,5,12805.4248046875
2023-01-01,70,AB-10105,44,In-store,Debit Card,3,2,4390.169921875
2023-01-01,198,JK-15325,96,In-store,Mobile Payment,4,3,11250
2023-01-01,181,RP-19270,58,Online,Cash,1,5,9499.5
2023-01-01,205,DW-13540,14,In-store,Credit Card,5,1,2750
2023-01-01,62,PS-19045,66,In-store,Debit Card,2,1,2195.0849609375
2023-01-01,144,CC-12370,86,Online,Mobile Payment,5,5,6745.5
2023-01-01,111,TC-21295,43,In-store,Mobile Payment,6,6,11880
2023-01-01,13,GM-14440,61,In-store,Debit Card,5,3,4440
2023-01-01,140,SV-20815,86,In-store,Debit Card,5,1,899.099975585938
2023-01-01,112,MM-17920,13,Online,Credit Card,6,3,4140
2023-01-01,156,JK-16120,97,In-store,Cash,5,3,11250
2023-01-01,35,EM-14200,47,Online,Mobile Payment,5,1,1080
2023-01-01,9,DJ-13510,15,Online,Mobile Payment,5,8,10240
2023-01-01,220,PM-18940,50,In-store,Debit Card,1,7,13999.2998046875
2023-01-01,196,AT-10435,80,Online,Credit Card,4,6,22500
2023-01-01,8,AB-10015,39,Online,Debit Card,6,3,4440
2023-01-01,34,RP-19390,1,In-store,Cash,5,7,8960
2023-01-01,181,MJ-17740,5,Online,Mobile Payment,6,7,13299.2998046875
2023-01-01,133,PV-18985,2,In-store,Cash,3,6,7014.60009765625
2023-01-01,37,SB-20290,11,Online,Cash,3,3,3540
2023-01-01,212,SM-10005,53,Online,Mobile Payment,5,7,9099.2998046875
2023-01-01,112,KF-16285,94,In-store,Debit Card,4,2,2760
2023-01-01,15,KH-16330,51,Online,Credit Card,4,4,5920
2023-01-01,82,MP-18175,75,Online,Mobile Payment,2,3,9604.7548828125
2023-01-01,186,LH-17020,77,Online,Mobile Payment,4,2,9500
2023-01-01,86,ND-18370,13,Online,Mobile Payment,6,7,13444.0947265625
2023-01-01,207,CR-12625,73,In-store,Cash,2,3,3899.69995117188
2023-01-01,65,GM-14680,98,Online,Credit Card,6,5,21955.42578125
2023-01-01,184,RA-19945,75,In-store,Credit Card,2,1,3750
2023-01-01,19,DB-13060,42,Online,Mobile Payment,7,2,5160
2023-01-01,203,BW-11110,72,In-store,Credit Card,5,3,11250
2023-01-01,222,RF-19735,84,Online,Debit Card,6,4,9800
2023-01-01,96,JH-15820,40,In-store,Debit Card,2,2,3658.169921875
2023-01-01,75,AG-10675,86,In-store,Debit Card,5,9,57636.765625
2023-01-01,92,DM-12955,59,Online,Debit Card,4,6,8778.509765625
2023-01-01,68,KD-16270,79,Online,Cash,5,3,15369.2548828125
2023-01-01,146,BE-11335,43,In-store,Debit Card,6,7,25550
2023-01-01,208,SO-20335,51,In-store,Mobile Payment,4,3,3899.69995117188
2023-01-01,91,DK-12835,91,Online,Mobile Payment,5,6,8229.509765625
2023-01-01,150,LC-7050,19,In-store,Cash,5,6,20700
2023-01-01,69,PB-19210,90,In-store,Mobile Payment,3,9,23049.765625
2023-01-01,208,CG-12520,10,In-store,Credit Card,7,8,10399.2001953125
2023-01-01,169,TB-21280,19,In-store,Cash,5,2,3799.80004882813
2023-01-01,95,HG-15025,50,Online,Cash,1,8,10972.6796875
2023-01-01,117,AD-10180,13,Online,Debit Card,6,1,1180
2023-01-01,171,BP-11155,90,In-store,Mobile Payment,3,6,11399.400390625
2023-01-01,190,AA-10480,88,Online,Cash,6,7,26250
2023-01-01,167,RL-19615,9,In-store,Debit Card,2,1,1999.90002441406
2023-01-01,55,CS-12505,49,In-store,Credit Card,4,2,11220
2023-01-01,216,SW-20245,50,In-store,Mobile Payment,1,7,13999.2998046875
2023-01-01,145,TA-21385,61,Online,Cash,5,8,7192.7998046875
2023-01-01,19,BW-11110,100,In-store,Credit Card,4,6,15480
2023-01-01,64,YC-21895,86,Online,Cash,5,9,23049.765625
2023-01-01,161,MZ-7335,93,Online,Credit Card,5,3,11250
2023-01-01,58,JF-15295,90,In-store,Debit Card,3,9,28710
2023-01-01,130,JL-15835,61,In-store,Debit Card,5,9,16191.900390625
2023-01-01,194,DJ-3510,57,In-store,Credit Card,5,9,26999.099609375
2023-01-01,36,MF-18250,74,In-store,Debit Card,6,5,5900
2023-01-01,106,JE-15610,18,In-store,Credit Card,5,7,13860
2023-01-01,145,CP-12340,92,Online,Debit Card,2,6,5394.60009765625
2023-01-01,217,EH-14125,8,Online,Cash,7,2,3999.80004882813
2023-01-01,48,NC-18340,8,In-store,Cash,7,4,34160
2023-01-01,149,BF-11005,15,In-store,Mobile Payment,5,6,20700
2023-01-01,198,JS-16030,81,In-store,Mobile Payment,4,9,33750
2023-01-01,117,AM-10360,72,Online,Cash,5,9,10620
2023-01-01,30,JF-15190,25,Online,Debit Card,7,9,19620
2023-01-01,108,AB-10015,50,In-store,Debit Card,1,2,3160
2023-01-01,58,JG-15160,94,In-store,Debit Card,4,3,9570
2023-01-01,189,DP-13390,77,Online,Cash,4,3,11250
2023-01-01,144,AG-10330,47,Online,Credit Card,5,3,4047.30004882813
2023-01-01,169,GK-14620,62,Online,Mobile Payment,2,1,1899.90002441406
2023-01-01,28,NF-18475,22,In-store,Cash,2,4,7520
2023-01-01,56,YC-21895,23,In-store,Debit Card,4,6,28260
2023-01-01,105,DR-12940,86,In-store,Cash,5,9,12420
2023-01-01,154,NB-18655,59,In-store,Credit Card,4,5,18750
2023-01-01,6,NM-18445,15,Online,Debit Card,5,6,14280
2023-01-01,38,TA-21385,24,Online,Cash,5,2,2360
2023-01-01,4,NP-18670,47,Online,Mobile Payment,5,7,16660
2023-01-01,90,SC-20380,30,Online,Cash,4,4,10244.33984375
2023-01-01,154,RB-19570,58,In-store,Debit Card,1,3,11250
2023-01-01,12,SR-20740,92,In-store,Debit Card,2,9,12420
2023-01-01,217,RH-19510,22,In-store,Credit Card,2,2,3999.80004882813
2023-01-01,54,LH-16750,51,In-store,Credit Card,4,2,11220
2023-01-01,104,JG-15160,43,In-store,Mobile Payment,6,9,12420
2023-01-01,60,KB-16585,50,In-store,Cash,1,2,8782.169921875
2023-01-01,161,LH-17155,63,Online,Credit Card,7,8,30000
2023-01-01,43,EM-13810,58,Online,Credit Card,1,1,5080
2023-01-01,98,MZ-7515,86,In-store,Debit Card,5,1,2744.0849609375
2023-01-01,134,DM-13345,49,In-store,Debit Card,4,6,7014.60009765625
2023-01-01,152,SC-20305,76,Online,Debit Card,1,5,18750
2023-01-01,160,MH-18115,58,Online,Debit Card,1,2,7500
2023-01-01,65,KS-16300,68,Online,Debit Card,6,2,8782.169921875
2023-01-01,80,BG-11740,55,In-store,Credit Card,6,7,19208.595703125
2023-01-01,13,CR-2625,58,Online,Cash,1,9,13320
2023-01-01,129,CB-12415,24,Online,Credit Card,5,2,4498.2001953125
2023-01-01,36,DK-13090,67,Online,Mobile Payment,4,4,4720
2023-01-01,16,JL-15835,42,Online,Mobile Payment,7,6,11880
2023-01-01,20,AP-10720,16,Online,Credit Card,2,2,4160
2023-01-01,140,CR-12820,91,Online,Credit Card,5,5,4495.5
2023-01-01,13,BF-11080,50,Online,Mobile Payment,1,6,8880
2023-01-01,135,JM-15265,28,In-store,Cash,7,7,6293.7001953125
2023-01-01,33,NM-18445,88,Online,Mobile Payment,6,5,6900
2023-01-01,114,TW-21025,89,In-store,Credit Card,4,5,5900
2023-01-01,99,RB-19330,10,Online,Mobile Payment,7,6,21954.509765625
2023-01-01,191,PS-19045,50,Online,Mobile Payment,1,2,9500
2023-01-01,123,JA-15970,18,Online,Mobile Payment,5,2,1798.19995117188
2023-01-01,5,AB-60,97,Online,Mobile Payment,5,2,4360
2023-01-01,167,JR-5670,33,Online,Cash,4,4,7999.60009765625
2023-01-01,57,MD-17350,9,In-store,Mobile Payment,2,2,6380
2023-01-01,159,PK-19075,73,Online,Mobile Payment,2,2,7500
2023-01-01,151,EB-13840,90,Online,Cash,3,3,10350
2023-01-01,191,TP-21130,98,In-store,Debit Card,6,8,38000
2023-01-01,61,JK-15640,49,In-store,Debit Card,4,9,19755.765625
2023-01-01,205,CD-11920,26,In-store,Cash,3,6,16500
2023-01-01,189,JL-5835,54,Online,Debit Card,4,3,11250
2023-01-01,172,MS-17770,96,Online,Cash,4,3,5999.7001953125
2023-01-01,114,CM-12655,22,In-store,Cash,2,6,7080
2023-01-01,140,JC-6105,72,Online,Cash,5,7,6293.7001953125
2023-01-01,156,GB-14530,58,Online,Credit Card,1,8,30000
2023-01-01,3,TW-21025,15,In-store,Cash,5,6,10680
2023-01-01,51,JH-16180,22,Online,Cash,2,1,3240
2023-01-01,103,MT-8070,69,In-store,Debit Card,6,9,7020
2023-01-01,141,AB-10105,78,In-store,Cash,4,4,10796.400390625
2023-01-01,180,LA-16780,30,In-store,Credit Card,4,4,7599.60009765625
2023-01-01,28,NH-18610,50,In-store,Credit Card,1,4,7520
2023-01-01,206,HJ-14875,98,In-store,Cash,6,3,7350
2023-01-01,185,JL-15175,51,Online,Credit Card,4,8,30000
2023-01-01,29,MY-18295,50,In-store,Debit Card,1,1,1880
2023-01-01,20,SB-20290,17,In-store,Credit Card,1,6,12480
2023-01-01,47,JK-15640,10,Online,Debit Card,7,1,3760
2023-01-01,139,KC-16540,76,In-store,Cash,1,5,4495.5
2023-01-01,123,CS-12460,76,Online,Mobile Payment,1,9,8091.89990234375
2023-01-01,71,HA-14920,51,Online,Debit Card,4,7,22411.095703125
2023-01-01,91,MT-17815,2,Online,Cash,3,9,12344.2646484375
2023-01-01,160,FW-14395,59,Online,Cash,4,7,26250
2023-01-01,132,BH-11710,30,Online,Mobile Payment,4,7,5033.7001953125
2023-01-01,57,DK-12895,33,Online,Credit Card,4,6,19140
2023-01-01,172,KD-16270,81,Online,Cash,4,7,13999.2998046875
2023-01-01,123,SC-20845,54,In-store,Debit Card,4,7,6293.7001953125
2023-01-01,159,CY-12745,61,Online,Cash,5,1,3750
2023-01-01,211,HL-15040,16,Online,Mobile Payment,2,5,6499.5
2023-01-01,78,CT-11995,48,Online,Mobile Payment,7,5,13720.4248046875
2023-01-01,3,CC-12370,47,Online,Debit Card,5,1,1780
2023-01-01,61,GR-4560,25,In-store,Cash,7,1,2195.0849609375
2023-01-01,212,TT-21070,86,Online,Debit Card,5,2,2599.80004882813
2023-01-01,180,PO-19195,63,Online,Debit Card,7,8,15199.2001953125
2023-01-01,81,ED-13885,21,Online,Mobile Payment,2,7,19208.595703125
2023-01-01,63,AP-10915,96,In-store,Mobile Payment,4,3,7683.2548828125
2023-01-01,41,TM-21490,8,In-store,Credit Card,7,4,5120
2023-01-01,204,AW-10840,30,In-store,Credit Card,4,2,3999.80004882813
2023-01-01,134,DP-13105,84,In-store,Debit Card,6,6,7014.60009765625
2023-01-01,21,AT-10735,15,In-store,Credit Card,5,3,7740
2023-01-01,207,SG-10605,56,In-store,Mobile Payment,7,2,2599.80004882813
2023-01-01,223,BM-11785,27,In-store,Credit Card,4,4,5199.60009765625
2023-01-01,16,FH-14365,70,Online,Cash,6,4,7920
2023-01-01,106,DK-13375,16,Online,Mobile Payment,2,5,9900
2023-01-01,71,PF-19225,42,Online,Mobile Payment,7,8,25612.6796875
2023-01-01,156,TG-21310,43,In-store,Credit Card,6,4,15000
2023-01-01,24,YC-21895,68,In-store,Debit Card,6,1,2180
2023-01-01,77,SF-10200,62,In-store,Mobile Payment,2,3,8232.2548828125
2023-01-01,90,HL-15040,53,In-store,Mobile Payment,5,7,17927.595703125
2023-01-01,25,JW-5220,95,In-store,Debit Card,6,1,1880
2023-01-01,166,CC-12100,24,Online,Credit Card,5,9,17099.099609375
2023-01-01,26,RD-19930,44,In-store,Credit Card,3,6,11280
2023-01-01,141,BP-1230,15,Online,Credit Card,5,6,16194.599609375
2023-01-01,18,EM-13810,11,Online,Mobile Payment,3,5,10900
2023-01-01,181,CS-12175,22,In-store,Debit Card,2,2,3799.80004882813
2023-01-01,10,JD-16060,61,In-store,Cash,5,9,15120
2023-01-01,13,GH-14665,50,Online,Credit Card,1,6,8880
2023-01-01,54,CM-11935,56,In-store,Cash,7,2,11220
2023-01-01,71,JB-16000,5,In-store,Debit Card,6,6,19209.509765625
2023-01-01,89,RB-9465,10,In-store,Credit Card,7,6,17562.509765625
2023-01-01,115,RB-19795,87,In-store,Mobile Payment,4,1,980
2023-01-01,107,PO-19195,58,Online,Debit Card,1,2,3160
2023-01-01,203,DL-13495,84,In-store,Cash,6,9,33750
2023-01-01,24,TS-21205,38,Online,Cash,7,6,13080
2023-01-01,89,TC-21295,90,In-store,Debit Card,3,4,11708.33984375
2023-01-01,5,MV-8190,86,In-store,Cash,5,1,2180
2023-01-01,205,NF-18385,50,Online,Credit Card,1,1,2750
2023-01-01,163,BD-11560,58,In-store,Credit Card,1,8,36400
2023-01-01,139,PS-18760,13,Online,Debit Card,6,6,5394.60009765625
2023-01-01,189,FM-14215,5,Online,Debit Card,6,7,26250
2023-01-01,153,CA-12775,61,In-store,Debit Card,5,3,11250
2023-01-01,217,CD-12790,46,In-store,Credit Card,3,6,11999.400390625
2023-01-01,74,NL-18310,98,In-store,Credit Card,6,8,36592.6796875
2023-01-01,184,TB-21055,88,In-store,Credit Card,6,7,26250
2023-01-01,52,NF-18475,22,Online,Credit Card,2,7,42840
2023-01-01,207,KD-16495,82,In-store,Cash,4,3,3899.69995117188
2023-01-01,208,EH-4125,54,In-store,Mobile Payment,4,4,5199.60009765625
2023-01-01,87,KB-16600,62,Online,Cash,2,3,8781.2548828125
2023-01-01,13,CS-12460,50,Online,Credit Card,1,6,8880
2023-01-01,199,KW-16435,15,In-store,Mobile Payment,5,1,3750
2023-01-01,187,MG-17695,32,In-store,Cash,3,1,3750
2023-01-01,38,VF-21715,57,In-store,Cash,5,2,2360
2023-01-01,65,AM-10705,53,Online,Cash,5,6,26346.509765625
2023-01-01,125,HM-14860,47,Online,Debit Card,5,6,16194.599609375
2023-01-01,13,BP-11290,94,In-store,Credit Card,4,8,11840
2023-01-01,27,TC-20980,18,Online,Cash,5,6,11280
2023-01-01,58,EM-13825,86,Online,Debit Card,5,5,15950
2023-01-01,14,RH-19495,61,Online,Mobile Payment,5,1,1580
2023-01-01,58,BS-11800,37,Online,Mobile Payment,4,7,22330
2023-01-01,187,DV-13465,8,In-store,Debit Card,7,6,22500
2023-01-01,145,MB-17305,70,In-store,Mobile Payment,6,2,1798.19995117188
2023-01-01,25,CA-12310,15,In-store,Debit Card,5,9,16920
2023-01-01,102,KC-16255,72,Online,Mobile Payment,5,9,14220
2023-01-01,33,MB-18085,87,Online,Credit Card,4,6,8280
2023-01-01,222,RB-19795,92,Online,Cash,2,2,4900
2023-01-01,12,DB-3660,94,In-store,Mobile Payment,4,8,11040
2023-01-01,68,SC-20260,10,Online,Cash,7,5,25615.42578125
2023-01-01,135,BG-11740,95,Online,Cash,6,2,1798.19995117188
2023-01-01,102,BD-11500,8,In-store,Mobile Payment,7,9,14220
2023-01-01,92,BM-11140,51,Online,Mobile Payment,4,5,7315.4248046875
2023-01-01,83,KB-16315,74,Online,Cash,6,5,5485.4248046875
2023-01-01,144,PK-19075,42,In-store,Mobile Payment,7,6,8094.60009765625
2023-01-01,18,CS-12175,93,In-store,Mobile Payment,5,1,2180
2023-01-01,126,JM-15865,41,In-store,Debit Card,4,8,5752.7998046875
2023-01-01,32,AF-10885,67,Online,Cash,4,8,9440
2023-01-01,21,SJ-20500,83,In-store,Mobile Payment,3,1,2580
2023-01-01,166,DM-12955,96,In-store,Mobile Payment,4,7,13299.2998046875
2023-01-01,16,WB-21850,97,Online,Cash,5,6,11880
2023-01-01,43,CC-12610,18,Online,Credit Card,5,4,20320
2023-01-01,216,BW-1065,15,In-store,Debit Card,5,7,13999.2998046875
2023-01-01,107,BE-11455,47,Online,Mobile Payment,5,5,7900
2023-01-02,8,TG-21640,61,Online,Mobile Payment,5,7,10360
2023-01-02,165,MS-17365,43,Online,Debit Card,6,4,7599.60009765625
2023-01-02,35,NP-18685,28,Online,Mobile Payment,7,4,4320
2023-01-02,46,VM-21685,22,In-store,Debit Card,2,2,11640
2023-01-02,44,RM-19675,58,In-store,Credit Card,1,3,13980
2023-01-02,173,SC-20695,68,Online,Mobile Payment,6,4,7599.60009765625
2023-01-02,98,SN-20560,2,Online,Cash,3,6,16464.509765625
2023-01-02,135,CD-12280,8,In-store,Debit Card,7,4,3596.39990234375
2023-01-02,94,CC-12100,84,In-store,Debit Card,6,8,35860.6796875
2023-01-02,147,BG-11035,38,In-store,Cash,7,3,10350
2023-01-02,148,CC-12550,14,Online,Cash,5,4,13800
2023-01-02,14,AB-10105,41,Online,Credit Card,4,3,4740
2023-01-02,202,SV-20785,62,In-store,Credit Card,2,2,7500
2023-01-02,169,HW-14935,13,Online,Cash,6,8,15199.2001953125
2023-01-02,155,AS-10285,76,In-store,Credit Card,1,8,30000
2023-01-02,71,LD-16855,54,Online,Debit Card,4,8,25612.6796875
2023-01-02,168,NS-18505,67,Online,Cash,4,8,15199.2001953125
2023-01-02,76,CM-12715,41,Online,Mobile Payment,4,6,19209.509765625
2023-01-02,47,VG-21805,53,Online,Mobile Payment,5,7,26320
2023-01-02,22,JD-6060,21,Online,Mobile Payment,2,3,7740
2023-01-02,61,MG-17680,23,Online,Cash,4,3,6585.2548828125
2023-01-02,103,CD-12280,80,In-store,Credit Card,4,4,3120
2023-01-02,93,DB-13210,62,In-store,Mobile Payment,2,3,6173.5048828125
2023-01-02,160,CS-11860,50,In-store,Cash,1,4,15000
2023-01-03,193,AF-10885,14,In-store,Credit Card,5,8,30000
2023-01-03,5,GG-14650,44,In-store,Mobile Payment,3,6,13080
2023-01-03,200,BN-11470,63,In-store,Mobile Payment,7,1,3750
2023-01-03,174,EM-14065,35,In-store,Debit Card,3,4,7999.60009765625
2023-01-03,68,BS-1665,53,In-store,Credit Card,5,2,10246.169921875
2023-01-03,36,AC-10450,11,Online,Debit Card,3,8,9440
2023-01-03,105,CK-12205,31,Online,Cash,7,2,2760
2023-01-03,54,JD-16150,26,In-store,Debit Card,3,3,16830
2023-01-03,196,CC-2550,76,In-store,Debit Card,1,3,11250
2023-01-03,72,MS-17830,80,Online,Cash,4,6,32934.51171875
2023-01-03,167,SM-20950,21,In-store,Cash,2,4,7999.60009765625
2023-01-03,201,GT-14710,16,In-store,Credit Card,2,8,30000
2023-01-03,89,CL-12700,54,In-store,Credit Card,4,2,5854.169921875
2023-01-03,67,MM-17920,23,Online,Mobile Payment,4,9,32931.765625
2023-01-03,13,CM-12160,13,In-store,Mobile Payment,6,4,5920
2023-01-03,42,DB-13060,6,In-store,Debit Card,3,1,5080
2023-01-03,41,JW-5220,62,In-store,Debit Card,2,9,11520
2023-01-03,116,BN-11470,2,In-store,Cash,3,3,2940
2023-01-03,152,JC-15775,23,In-store,Credit Card,4,6,22500
2023-01-03,2,LH-16900,33,Online,Cash,4,9,15120
2023-01-03,16,DV-13045,96,Online,Debit Card,4,8,15840
2023-01-03,113,BT-11530,19,In-store,Debit Card,5,4,5520
2023-01-03,124,BM-1650,26,In-store,Credit Card,3,4,2876.39990234375
2023-01-03,171,RB-19705,49,Online,Debit Card,4,7,13299.2998046875
2023-01-03,166,FC-14245,17,Online,Cash,1,8,15199.2001953125
2023-01-03,157,TT-21220,18,In-store,Debit Card,5,3,11250
2023-01-03,48,CY-12745,56,Online,Mobile Payment,7,5,42700
2023-01-03,39,SJ-20215,43,Online,Mobile Payment,6,4,4320
2023-01-03,75,PB-18805,72,Online,Mobile Payment,5,5,32020.42578125
2023-01-03,115,BP-1230,51,Online,Mobile Payment,4,9,8820
